id,neutral_venue,team1,team2,toss_winner,toss_decision,result_margin,Day_of_Week,Day_of_month,Month,Year,winner
598026,0,0,1,1,1,5.0,2,22,4,2013,0.0
336039,0,0,1,1,1,9.0,7,31,5,2008,0.0
734049,0,0,1,0,0,3.0,1,1,6,2014,0.0
548346,0,0,1,0,0,5.0,1,29,4,2012,0.0
729317,1,0,1,0,0,15.0,4,30,4,2014,1.0
336006,0,0,1,1,0,6.0,2,5,5,2008,1.0
548350,0,0,1,1,0,4.0,4,2,5,2012,1.0
598033,0,0,0,0,1,58.0,7,27,4,2013,0.0
598038,0,2,0,0,1,37.0,3,30,4,2013,0.0
336034,0,0,1,1,0,3.0,7,3,5,2008,0.0
980963,0,0,1,1,0,7.0,4,4,5,2016,0.0
1178429,0,0,1,0,0,4.0,7,4,5,2019,0.0
548322,0,2,0,0,1,7.0,7,14,4,2012,2.0
1082650,0,0,3,0,1,1.0,1,21,5,2017,0.0
1178431,0,0,0,0,0,9.0,1,5,5,2019,0.0
598027,0,0,2,2,0,130.0,3,23,4,2013,0.0
548351,0,2,0,0,1,1.0,5,3,5,2012,0.0
336000,0,1,0,1,1,45.0,5,1,5,2008,1.0
1082607,0,0,3,0,0,27.0,1,16,4,2017,3.0
598005,0,1,0,0,0,19.0,2,8,4,2013,1.0
392208,1,0,0,0,1,9.0,1,3,5,2009,0.0
392184,1,1,0,0,1,8.0,1,19,4,2009,1.0
980939,0,3,0,0,0,2.0,1,24,4,2016,0.0
1082592,0,3,0,3,0,7.0,5,6,4,2017,3.0
1082635,0,1,0,1,0,146.0,7,6,5,2017,0.0
1181766,0,2,1,2,0,2.0,4,8,5,2019,2.0
501205,0,0,0,0,0,9.0,3,12,4,2011,0.0
548379,0,0,0,0,0,38.0,4,23,5,2012,0.0
829805,0,0,0,0,0,5.0,5,14,5,2015,0.0
501247,0,0,3,3,1,9.0,1,8,5,2011,0.0
733997,0,1,0,0,0,9.0,1,11,5,2014,0.0
1216517,0,0,1,0,1,17.321652065081352,1,18,10,2020,1.0
733979,0,1,0,0,0,10.0,2,5,5,2014,1.0
598010,0,1,1,1,1,3.0,6,12,4,2013,1.0
734035,0,0,0,0,0,8.0,7,24,5,2014,0.0
829791,0,0,1,1,1,1.0,7,9,5,2015,0.0
501199,0,1,1,1,0,8.0,7,9,4,2011,1.0
980975,0,0,2,2,0,5.0,1,8,5,2016,2.0
1178419,0,0,0,0,0,46.0,6,26,4,2019,0.0
419154,0,1,0,1,1,5.0,4,14,4,2010,0.0
548306,0,0,0,0,0,8.0,4,4,4,2012,0.0
980919,0,1,3,3,1,6.0,1,17,4,2016,1.0
1178402,0,0,1,1,0,4.0,7,13,4,2019,1.0
392199,1,0,0,0,1,5.0,4,29,4,2009,0.0
829745,0,0,0,0,0,27.0,4,22,4,2015,0.0
729307,1,0,1,0,0,23.0,7,26,4,2014,1.0
392229,1,1,1,1,0,1.0,1,17,5,2009,1.0
392239,1,0,1,0,0,6.0,1,24,5,2009,1.0
548366,0,1,1,1,1,4.0,1,13,5,2012,1.0
392217,1,0,1,1,1,7.0,7,9,5,2009,0.0
1175363,0,1,1,1,1,5.0,6,29,3,2019,1.0
392214,1,0,1,0,1,12.0,5,7,5,2009,0.0
980927,0,0,0,0,0,6.0,4,20,4,2016,0.0
1178430,0,1,0,1,0,6.0,1,5,5,2019,1.0
1216495,0,0,1,1,0,10.0,3,3,11,2020,1.0
829781,0,0,1,1,0,35.0,2,4,5,2015,0.0
980953,0,1,0,0,0,15.0,7,30,4,2016,1.0
829793,0,1,1,1,1,6.0,7,9,5,2015,1.0
335993,0,0,0,0,1,9.0,7,26,4,2008,0.0
829751,0,0,1,0,1,20.0,7,25,4,2015,0.0
336025,0,0,0,0,1,3.0,1,18,5,2008,0.0
336024,0,1,0,1,0,25.0,1,18,5,2008,0.0
419158,0,0,1,1,1,8.0,7,17,4,2010,0.0
1178395,0,0,2,2,0,4.0,1,7,4,2019,2.0
1082638,0,1,0,0,1,7.0,2,8,5,2017,1.0
980983,0,1,1,1,0,7.0,5,12,5,2016,1.0
501201,0,1,0,1,1,8.0,1,10,4,2011,0.0
980943,0,1,3,3,0,34.0,3,26,4,2016,3.0
980961,0,2,1,1,0,8.0,3,3,5,2016,1.0
501200,0,3,0,3,1,6.0,7,9,4,2011,0.0
1216519,0,2,0,0,0,59.0,2,5,10,2020,2.0
981003,0,1,1,1,0,6.0,6,20,5,2016,1.0
548315,0,0,0,0,0,42.0,3,10,4,2012,0.0
598041,0,0,1,0,1,15.0,5,2,5,2013,0.0
829747,0,1,0,0,0,37.0,5,23,4,2015,1.0
335997,0,0,0,0,1,7.0,3,29,4,2008,0.0
335985,0,0,0,0,1,5.0,1,20,4,2008,0.0
733987,0,1,0,0,0,44.0,4,7,5,2014,1.0
548314,0,1,0,1,1,5.0,2,9,4,2012,0.0
1178408,0,1,0,0,1,6.0,4,17,4,2019,1.0
980957,0,3,0,0,0,8.0,1,1,5,2016,0.0
598020,0,1,0,0,1,86.0,5,18,4,2013,0.0
829761,0,0,1,0,1,13.0,5,7,5,2015,0.0
733983,0,0,0,0,0,19.0,3,6,5,2014,0.0
980971,0,1,1,1,0,9.0,7,7,5,2016,1.0
734047,0,0,1,0,0,24.0,6,30,5,2014,1.0
598000,0,1,2,2,0,22.0,6,5,4,2013,1.0
829717,0,0,1,0,0,18.0,1,12,4,2015,1.0
335991,0,1,0,0,0,66.0,6,25,4,2008,1.0
548307,0,0,1,1,0,8.0,5,5,4,2012,1.0
336004,0,0,1,1,0,29.0,1,4,5,2008,0.0
501245,0,0,0,0,1,10.0,7,7,5,2011,0.0
1136578,0,0,1,1,0,9.0,7,21,4,2018,1.0
1178420,0,1,1,1,0,7.0,7,27,4,2019,1.0
1216536,0,0,0,0,0,6.0,5,29,10,2020,0.0
829713,0,0,0,0,0,3.0,7,11,4,2015,0.0
598016,0,1,0,0,0,4.0,3,16,4,2013,1.0
1136607,0,0,1,1,0,7.0,1,13,5,2018,1.0
501227,0,1,0,0,0,3.0,3,26,4,2011,0.0
501261,0,0,3,0,1,11.0,4,18,5,2011,0.0
392218,1,0,0,0,1,16.0,1,10,5,2009,0.0
1136561,0,0,0,0,0,1.0,7,7,4,2018,0.0
598044,0,1,1,1,1,6.0,7,4,5,2013,1.0
829823,0,0,0,0,0,41.0,1,24,5,2015,0.0
548344,0,0,0,0,1,47.0,7,28,4,2012,0.0
501207,0,2,3,3,1,4.0,4,13,4,2011,2.0
1136585,0,1,1,1,0,13.0,5,26,4,2018,1.0
1216509,0,0,2,0,1,5.0,7,17,10,2020,2.0
419144,0,0,1,0,1,14.0,4,7,4,2010,0.0
392200,1,1,0,1,1,3.0,4,29,4,2009,1.0
1136600,0,1,1,1,1,15.0,3,8,5,2018,1.0
1136574,0,0,0,0,0,46.0,3,17,4,2018,0.0
548335,0,1,0,0,0,5.0,1,22,4,2012,0.0
392192,1,1,0,1,1,12.0,7,25,4,2009,1.0
980909,0,0,0,0,0,6.0,4,13,4,2016,0.0
501211,0,0,0,0,1,21.0,7,16,4,2011,0.0
548329,0,1,1,1,1,9.0,5,10,5,2012,1.0
829815,0,1,0,1,1,9.0,1,17,5,2015,0.0
501260,0,1,0,1,1,111.0,3,17,5,2011,1.0
392213,1,0,1,1,0,7.0,5,7,5,2009,1.0
1136618,0,0,1,1,0,25.0,4,23,5,2018,0.0
419108,0,1,1,1,0,5.0,7,13,3,2010,1.0
419116,0,1,0,1,1,5.0,6,19,3,2010,0.0
1136596,0,1,1,1,1,7.0,7,5,5,2018,1.0
548349,0,1,1,1,1,6.0,3,1,5,2012,1.0
501262,0,2,0,0,0,7.0,5,19,5,2011,0.0
335982,0,0,0,0,0,140.0,6,18,4,2008,0.0
1216543,0,2,1,2,1,13.0,4,14,10,2020,2.0
980951,0,1,0,0,0,27.0,7,30,4,2016,1.0
1175372,0,0,0,0,0,5.0,6,5,4,2019,0.0
980969,0,0,3,0,0,7.0,7,7,5,2016,0.0
548336,0,1,0,1,0,46.0,2,23,4,2012,0.0
1082649,0,0,0,0,0,6.0,6,19,5,2017,0.0
419107,0,0,1,0,1,4.0,7,13,3,2010,0.0
501252,0,1,0,0,0,9.0,4,11,5,2011,0.0
981017,0,2,1,1,0,4.0,6,27,5,2016,1.0
1181764,0,0,0,0,1,6.0,3,7,5,2019,0.0
1082640,0,2,1,1,0,2.0,4,10,5,2017,1.0
548332,0,0,1,1,1,7.0,7,21,4,2012,0.0
548378,0,1,0,0,1,18.0,3,22,5,2012,0.0
980985,0,0,1,0,1,7.0,6,13,5,2016,1.0
419135,0,0,1,0,1,24.0,5,1,4,2010,0.0
1082600,0,0,1,0,0,4.0,4,12,4,2017,0.0
980911,0,2,3,3,1,7.0,5,14,4,2016,2.0
1178422,0,0,0,0,0,34.0,1,28,4,2019,0.0
1082608,0,1,0,1,1,4.0,2,17,4,2017,0.0
598045,0,0,1,1,0,7.0,3,14,5,2013,1.0
548326,0,1,1,1,1,5.0,3,17,4,2012,1.0
981019,0,0,1,1,1,8.0,1,29,5,2016,1.0
548367,0,0,0,0,0,5.0,2,14,5,2012,0.0
548370,0,0,0,0,0,32.0,4,16,5,2012,0.0
1216539,0,2,0,0,0,44.0,6,25,9,2020,2.0
336028,0,0,1,0,0,1.0,4,21,5,2008,1.0
598025,0,1,2,1,0,7.0,1,21,4,2013,1.0
598047,0,1,2,2,1,5.0,1,5,5,2013,1.0
980929,0,2,1,1,0,10.0,5,21,4,2016,1.0
548319,0,1,2,1,0,7.0,5,12,4,2012,1.0
501219,0,0,3,0,0,6.0,4,20,4,2011,3.0
1237181,0,2,0,2,1,5.0,3,10,11,2020,0.0
1136613,0,1,0,1,1,30.0,7,19,5,2018,1.0
392232,1,0,1,1,1,7.0,3,19,5,2009,0.0
392182,1,0,1,0,1,75.0,7,18,4,2009,0.0
1082623,0,1,1,1,0,26.0,6,28,4,2017,1.0
734027,0,0,0,0,0,30.0,5,22,5,2014,0.0
392225,1,0,1,1,1,2.0,5,14,5,2009,1.0
1136595,0,0,0,0,0,6.0,7,5,5,2018,0.0
1178413,0,1,0,1,0,9.0,1,21,4,2019,1.0
1175366,0,1,0,0,0,118.0,1,31,3,2019,1.0
1136610,0,0,1,1,0,3.0,4,16,5,2018,0.0
501202,0,2,1,1,1,7.0,1,10,4,2011,2.0
548364,0,0,1,0,0,9.0,7,12,5,2012,0.0
734007,0,1,1,1,0,6.0,4,14,5,2014,1.0
829757,0,1,0,0,0,10.0,1,26,4,2015,0.0
1216522,0,1,0,1,1,7.0,7,17,10,2020,0.0
419140,0,1,0,1,1,37.0,1,4,4,2010,1.0
419115,0,0,1,0,0,10.0,5,18,3,2010,0.0
1136581,0,1,0,0,1,3.0,1,22,4,2018,1.0
1175369,0,1,0,1,0,7.0,3,2,4,2019,1.0
501208,0,1,0,0,0,33.0,5,14,4,2011,1.0
980965,0,1,3,3,0,7.0,5,5,5,2016,3.0
336033,0,0,1,1,1,10.0,7,24,5,2008,1.0
1216513,0,1,0,1,1,10.0,1,4,10,2020,0.0
1216541,0,0,1,0,1,8.0,1,25,10,2020,1.0
829743,0,1,0,0,0,16.0,4,22,4,2015,1.0
548381,0,0,0,0,1,5.0,1,27,5,2012,0.0
598029,0,0,0,0,1,5.0,4,24,4,2013,0.0
1181768,0,0,0,0,1,1.0,1,12,5,2019,0.0
419133,0,0,0,0,1,5.0,4,31,3,2010,0.0
598046,0,0,0,0,1,60.0,1,5,5,2013,0.0
419132,0,0,1,0,0,4.0,3,30,3,2010,0.0
729281,1,1,0,0,0,8.0,5,17,4,2014,0.0
548321,0,1,1,1,1,5.0,5,19,4,2012,1.0
548380,0,1,0,1,0,86.0,6,25,5,2012,0.0
336001,0,0,1,0,1,8.0,6,2,5,2008,1.0
419163,0,0,1,0,1,38.0,5,22,4,2010,0.0
1136589,0,0,0,0,0,6.0,1,29,4,2018,0.0
548372,0,1,0,1,0,21.0,5,17,5,2012,0.0
598066,0,1,0,0,0,50.0,7,18,5,2013,1.0
1216497,0,0,2,2,0,59.0,7,24,10,2020,0.0
335994,0,0,1,1,0,10.0,1,27,4,2008,1.0
729297,1,1,0,1,0,7.0,4,23,4,2014,0.0
729299,1,0,0,0,0,2.0,5,24,4,2014,0.0
548365,0,1,2,1,1,45.0,1,13,5,2012,1.0
598030,0,0,1,1,1,5.0,5,25,4,2013,0.0
336007,0,0,1,1,0,7.0,3,6,5,2008,1.0
1082621,0,0,2,2,0,7.0,5,27,4,2017,2.0
419160,0,1,1,1,1,11.0,1,18,4,2010,1.0
336020,0,1,1,1,0,12.0,5,15,5,2008,1.0
501198,0,0,0,0,1,2.0,6,8,4,2011,0.0
501269,0,0,0,0,0,4.0,4,25,5,2011,0.0
548358,0,2,1,2,1,7.0,3,8,5,2012,1.0
1136604,0,1,0,1,0,31.0,7,12,5,2018,0.0
729315,1,0,1,1,1,17.321652065081352,3,29,4,2014,1.0
1136583,0,0,1,0,0,31.0,3,24,4,2018,1.0
548330,0,0,2,2,0,13.0,5,19,4,2012,0.0
1082636,0,0,0,0,0,6.0,1,7,5,2017,0.0
419145,0,0,1,1,0,7.0,5,8,4,2010,1.0
419117,0,1,1,1,0,6.0,6,19,3,2010,1.0
734033,0,1,1,1,0,16.0,6,23,5,2014,1.0
1082594,0,1,3,1,0,6.0,7,8,4,2017,1.0
598017,0,0,1,0,0,17.321652065081352,3,16,4,2013,0.0
733995,0,0,0,0,0,4.0,7,10,5,2014,0.0
548347,0,0,0,0,1,5.0,2,30,4,2012,0.0
392238,1,0,0,0,0,6.0,7,23,5,2009,0.0
829803,0,1,0,0,0,22.0,4,13,5,2015,1.0
419164,0,0,1,1,1,9.0,7,24,4,2010,0.0
598035,0,1,2,2,0,15.0,1,28,4,2013,1.0
1216546,0,2,1,2,1,5.0,3,20,10,2020,1.0
336040,0,0,1,1,0,3.0,1,1,6,2008,1.0
1216518,0,1,1,1,0,8.0,5,22,10,2020,1.0
501246,0,0,1,1,0,32.0,7,7,5,2011,0.0
548339,0,1,0,1,1,4.0,4,25,4,2012,0.0
335999,0,1,1,1,0,7.0,5,1,5,2008,1.0
419118,0,1,0,1,1,34.0,7,20,3,2010,1.0
597998,0,0,1,0,0,6.0,4,3,4,2013,0.0
548313,0,2,1,2,1,22.0,1,8,4,2012,2.0
1136612,0,1,0,0,0,34.0,6,18,5,2018,1.0
829729,0,0,0,0,1,6.0,6,17,4,2015,0.0
1082645,0,3,1,3,0,9.0,1,14,5,2017,3.0
829725,0,1,1,1,1,5.0,4,15,4,2015,1.0
1216520,0,0,1,1,0,8.0,2,26,10,2020,1.0
501213,0,2,1,1,0,3.0,1,17,4,2011,1.0
419106,0,1,0,1,0,11.0,6,12,3,2010,0.0
1216535,0,2,0,0,0,9.0,7,31,10,2020,0.0
1178401,0,0,2,2,0,7.0,6,12,4,2019,2.0
1082601,0,0,1,0,0,8.0,5,13,4,2017,0.0
392219,1,1,0,1,0,7.0,1,10,5,2009,1.0
501203,0,0,1,0,1,9.0,2,11,4,2011,0.0
548361,0,1,0,0,0,4.0,5,10,5,2012,0.0
1082641,0,0,1,0,0,7.0,5,11,5,2017,1.0
1082604,0,0,1,1,0,17.0,7,15,4,2017,0.0
1082613,0,0,2,2,0,4.0,6,21,4,2017,2.0
981005,0,3,1,1,1,4.0,7,21,5,2016,3.0
1216508,0,0,0,0,0,49.0,4,23,9,2020,0.0
1178400,0,1,0,0,0,4.0,5,11,4,2019,0.0
1082597,0,0,0,0,0,4.0,1,9,4,2017,0.0
335987,0,1,1,1,1,6.0,2,21,4,2008,1.0
1216537,0,1,1,1,0,7.0,6,30,10,2020,1.0
336027,0,0,1,1,0,6.0,3,20,5,2008,1.0
1178421,0,2,0,2,1,16.0,1,28,4,2019,2.0
419148,0,0,0,0,0,7.0,7,10,4,2010,0.0
1216544,0,0,0,0,1,8.0,1,25,10,2020,0.0
419162,0,0,0,0,1,35.0,4,21,4,2010,0.0
335998,0,1,0,0,0,10.0,4,30,4,2008,1.0
829813,0,0,1,0,0,17.321652065081352,1,17,5,2015,0.0
336031,0,1,1,1,0,6.0,6,23,5,2008,1.0
1216526,0,0,0,0,1,8.0,6,16,10,2020,0.0
829821,0,0,0,0,0,3.0,6,22,5,2015,0.0
981007,0,2,0,2,0,6.0,7,21,5,2016,2.0
829749,0,1,0,0,0,9.0,6,24,4,2015,0.0
548343,0,0,1,1,1,7.0,7,28,4,2012,1.0
980955,0,2,1,2,0,23.0,1,1,5,2016,1.0
501249,0,1,0,1,0,63.0,2,9,5,2011,0.0
336008,0,0,1,0,0,7.0,4,7,5,2008,0.0
1136566,0,1,1,1,0,10.0,4,11,4,2018,1.0
734009,0,0,0,0,0,6.0,4,14,5,2014,0.0
598040,0,1,0,0,1,7.0,4,1,5,2013,1.0
501253,0,0,1,0,1,18.0,5,12,5,2011,0.0
336019,0,1,1,1,0,41.0,4,28,5,2008,1.0
1216521,0,0,0,0,0,10.0,6,23,10,2020,0.0
598050,0,0,0,0,1,65.0,3,7,5,2013,0.0
829727,0,1,1,1,0,6.0,5,16,4,2015,1.0
1216523,0,0,1,0,1,2.0,7,10,10,2020,0.0
1136619,0,0,1,0,0,14.0,6,25,5,2018,1.0
1082615,0,3,1,3,0,6.0,7,22,4,2017,3.0
501218,0,0,2,2,1,7.0,4,20,4,2011,0.0
1175356,0,0,0,0,0,7.0,7,23,3,2019,0.0
1175365,0,2,0,2,0,17.321652065081352,7,30,3,2019,2.0
829797,0,0,1,0,1,12.0,1,10,5,2015,0.0
1216525,0,0,0,0,1,37.0,7,10,10,2020,0.0
1136605,0,1,0,0,0,5.0,7,12,5,2018,0.0
1216524,0,1,2,2,0,88.0,3,27,10,2020,1.0
419153,0,0,0,0,1,9.0,3,13,4,2010,0.0
1082596,0,1,2,1,0,9.0,1,9,4,2017,1.0
419143,0,1,1,1,1,9.0,4,7,4,2010,1.0
1082628,0,0,0,0,1,5.0,2,1,5,2017,0.0
1082595,0,0,1,0,1,15.0,7,8,4,2017,0.0
1082637,0,1,2,2,0,6.0,1,7,5,2017,2.0
392236,1,0,1,0,1,12.0,5,21,5,2009,0.0
501250,0,1,2,1,1,6.0,3,10,5,2011,2.0
1175364,0,1,0,1,0,8.0,7,30,3,2019,1.0
392228,1,1,0,1,0,6.0,7,16,5,2009,1.0
733977,0,0,1,0,0,4.0,1,4,5,2014,0.0
733973,0,0,1,1,1,5.0,7,3,5,2014,0.0
419110,0,0,1,1,1,31.0,1,14,3,2010,1.0
336036,0,1,0,1,0,5.0,2,26,5,2008,1.0
419142,0,0,0,0,1,24.0,3,6,4,2010,0.0
729289,1,0,1,0,1,4.0,7,19,4,2014,1.0
1216531,0,0,1,0,1,8.0,5,15,10,2020,1.0
501231,0,1,0,1,0,7.0,6,29,4,2011,1.0
1136614,0,1,0,1,1,5.0,7,19,5,2018,0.0
1082643,0,2,1,1,0,8.0,7,13,5,2017,1.0
335990,0,1,1,1,0,3.0,5,24,4,2008,1.0
1136587,0,0,0,0,0,8.0,7,28,4,2018,0.0
336018,0,0,0,0,0,9.0,4,14,5,2008,0.0
734039,0,1,1,1,0,7.0,1,25,5,2014,1.0
548311,0,1,0,1,0,74.0,7,7,4,2012,0.0
548363,0,0,0,0,1,27.0,7,12,5,2012,0.0
1082630,0,1,1,1,0,6.0,3,2,5,2017,1.0
981009,0,0,1,1,0,22.0,1,22,5,2016,0.0
1082602,0,0,0,0,0,4.0,6,14,4,2017,0.0
1082610,0,2,0,2,0,21.0,3,18,4,2017,0.0
548320,0,0,1,1,1,5.0,6,13,4,2012,0.0
548357,0,1,0,1,1,6.0,2,7,5,2012,0.0
729311,1,1,0,1,1,5.0,1,27,4,2014,0.0
419141,0,1,1,1,1,2.0,2,5,4,2010,1.0
1175371,0,2,1,1,0,5.0,5,4,4,2019,1.0
1178410,0,0,0,0,0,10.0,6,19,4,2019,0.0
980967,0,1,2,1,0,5.0,6,6,5,2016,1.0
829767,0,1,1,1,0,9.0,6,1,5,2015,1.0
419138,0,0,1,0,1,63.0,7,3,4,2010,0.0
419137,0,0,1,0,1,23.0,7,3,4,2010,0.0
1082611,0,1,1,1,1,15.0,4,19,4,2017,1.0
1216494,0,0,0,0,1,8.0,4,21,10,2020,0.0
1082625,0,2,0,2,1,17.321652065081352,7,29,4,2017,0.0
598024,0,1,0,0,1,9.0,1,21,4,2013,1.0
829715,0,1,1,1,0,3.0,1,12,4,2015,1.0
598001,0,1,1,1,1,5.0,7,6,4,2013,1.0
501209,0,1,0,0,0,9.0,6,15,4,2011,0.0
419114,0,1,0,1,0,98.0,4,17,3,2010,0.0
1136620,0,0,1,0,0,8.0,1,27,5,2018,0.0
419134,0,1,1,1,1,67.0,4,31,3,2010,1.0
1216515,0,2,0,0,0,18.0,7,3,10,2020,2.0
501221,0,0,0,0,0,8.0,6,22,4,2011,0.0
548337,0,2,1,2,1,8.0,3,24,4,2012,1.0
548353,0,0,2,0,1,7.0,7,5,5,2012,0.0
729283,1,0,1,0,1,6.0,6,18,4,2014,1.0
419113,0,0,0,0,1,55.0,3,16,3,2010,0.0
501206,0,1,0,1,0,6.0,4,13,4,2011,1.0
501226,0,0,2,2,0,25.0,2,25,4,2011,0.0
734011,0,1,1,1,0,62.0,5,15,5,2014,1.0
501270,0,0,0,0,0,43.0,6,27,5,2011,0.0
729313,1,1,0,1,0,5.0,2,28,4,2014,1.0
1178403,0,1,0,0,0,8.0,7,13,4,2019,0.0
419120,0,1,1,1,1,10.0,1,21,3,2010,1.0
729287,1,0,0,0,0,7.0,7,19,4,2014,0.0
1136568,0,0,1,0,0,4.0,6,13,4,2018,0.0
1082648,0,1,0,0,0,7.0,4,17,5,2017,0.0
1178423,0,1,1,1,0,45.0,2,29,4,2019,1.0
501243,0,1,1,1,0,4.0,5,5,5,2011,1.0
1178425,0,0,2,2,0,80.0,4,1,5,2019,0.0
1136592,0,1,1,1,0,4.0,4,2,5,2018,1.0
1178428,0,2,1,1,1,5.0,7,4,5,2019,2.0
1216510,0,1,0,0,0,97.0,5,24,9,2020,1.0
1136575,0,1,0,0,0,7.0,4,18,4,2018,0.0
598062,0,0,1,0,1,33.0,3,14,5,2013,0.0
